1	0.002
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0.015
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0.016
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0.016
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0.015
70	0
71	0
72	0
73	0
74	0.016
75	0
76	0
77	0
78	0.016
79	0
80	0
81	0
82	0.015
83	0
84	0
85	0
86	0.016
87	0
88	0
89	0.015
90	0
91	0
92	0.016
93	0
94	0
95	0.016
96	0
97	0.015
98	0
99	0
100	0.016
101	0
102	0.016
103	0
104	0.015
105	0
106	0.016
107	0
108	0.015
109	0
110	0.016
111	0
112	0.016
113	0
114	0.015
115	0
116	0.016
117	0
118	0.015
119	0.016
120	0
121	0.016
122	0.015
123	0
124	0.016
125	0.022
126	0.01
127	0.011
128	0.012
129	0.011
130	0.012
131	0.011
132	0.013
133	0.012
134	0.01
135	0
136	0.016
137	0.015
138	0.016
139	0.016
140	0.015
141	0
142	0.016
143	0.016
144	0.015
145	0.016
146	0.015
147	0.016
148	0.016
149	0.015
150	0.016
151	0.015
152	0.016
153	0.016
154	0.031
155	0.016
156	0.015
157	0.016
158	0.015
159	0.016
160	0.016
161	0.015
162	0.032
163	0.015
164	0.016
165	0.031
166	0.016
167	0.015
168	0.032
169	0.015
170	0.016
171	0.031
172	0.016
173	0.031
174	0.016
175	0.031
176	0.015
177	0.032
178	0.031
179	0.015
180	0.032
181	0.015
182	0.041
183	0.026
184	0.028
185	0.028
186	0.029
187	0.027
188	0.028
189	0.031
190	0.016
191	0.031
192	0.031
193	0.031
194	0.032
195	0.031
196	0.031
197	0.031
198	0.032
199	0.031
200	0.031
201	0.031
202	0.032
203	0.031
204	0.031
205	0.047
206	0.031
207	0.031
208	0.032
209	0.047
210	0.031
211	0.031
212	0.031
213	0.031
214	0.053
215	0.04
216	0.04
217	0.042
218	0.043
219	0.035
220	0.047
221	0.032
222	0.046
223	0.047
224	0.032
225	0.046
226	0.047
227	0.047
228	0.047
229	0.047
230	0.047
231	0.047
232	0.046
233	0.047
234	0.063
235	0.047
236	0.058
237	0.053
238	0.053
239	0.054
240	0.055
241	0.043
242	0.062
243	0.047
244	0.063
245	0.047
246	0.062
247	0.047
248	0.062
249	0.063
250	0.065
251	0.047
252	0.063
253	0.062
254	0.08
255	0.064
256	0.065
257	0.065
258	0.054
259	0.078
260	0.062
261	0.063
262	0.078
263	0.062
264	0.063
265	0.078
266	0.063
267	0.078
268	0.079
269	0.075
270	0.075
271	0.077
272	0.076
273	0.072
274	0.078
275	0.078
276	0.078
277	0.078
278	0.079
279	0.078
280	0.078
281	0.092
282	0.077
283	0.078
284	0.094
285	0.078
286	0.094
287	0.078
288	0.094
289	0.094
290	0.093
291	0.078
292	0.094
293	0.104
294	0.094
295	0.094
296	0.1
297	0.096
298	0.094
299	0.103
300	0.099
301	0.094
302	0.093
303	0.119
304	0.104
305	0.093
306	0.11
307	0.109
308	0.109
309	0.11
310	0.093
311	0.125
312	0.117
313	0.117
314	0.114
315	0.109
316	0.109
317	0.125
318	0.11
319	0.125
320	0.125
321	0.129
322	0.127
323	0.122
324	0.11
325	0.125
326	0.125
327	0.14
328	0.125
329	0.138
330	0.13
331	0.126
332	0.141
333	0.125
334	0.14
335	0.128
336	0.153
337	0.143
338	0.144
339	0.144
340	0.14
341	0.141
342	0.153
343	0.136
344	0.16
345	0.149
346	0.141
347	0.156
348	0.156
349	0.156
350	0.163
351	0.156
352	0.156
353	0.165
354	0.156
355	0.168
356	0.169
357	0.158
358	0.172
359	0.171
360	0.173
361	0.172
362	0.181
363	0.165
364	0.172
365	0.19
366	0.172
367	0.189
368	0.19
369	0.183
370	0.172
371	0.2
372	0.188
373	0.195
374	0.187
375	0.187
376	0.203
377	0.188
378	0.218
379	0.211
380	0.198
381	0.203
382	0.219
383	0.201
384	0.203
385	0.219
386	0.203
