1	0
2	0
3	0.001
4	0
5	0
6	0
7	0.001
8	0
9	0.001
10	0
11	0.001
12	0
13	0.001
14	0.001
15	0.001
16	0.001
17	0.001
18	0.001
19	0.001
20	0.002
21	0.001
22	0.002
23	0.001
24	0.002
25	0.003
26	0.002
27	0.003
28	0.002
29	0.002
30	0.003
31	0.003
32	0.004
33	0.003
34	0.004
35	0.004
36	0.004
37	0.004
38	0.005
39	0.005
40	0.005
41	0.005
42	0.005
43	0.006
44	0.005
45	0.006
46	0.007
47	0.006
48	0.006
49	0.006
50	0.007
51	0.007
52	0.007
53	0.007
54	0.006
55	0.009
56	0.008
57	0.008
58	0.008
59	0.009
60	0.009
61	0.009
62	0.01
63	0.01
64	0.012
65	0.009
66	0.01
67	0.014
68	0.01
69	0.012
70	0.012
71	0.014
72	0.011
73	0.012
74	0.014
75	0.015
76	0.015
77	0.016
78	0.013
79	0.013
80	0.014
81	0.015
82	0.014
83	0.014
84	0.018
85	0.017
86	0.017
87	0.016
88	0.016
89	0.017
90	0.017
91	0.018
92	0.016
93	0.017
94	0.018
95	0.017
96	0.018
97	0.018
98	0.017
99	0.017
100	0.018
101	0.018
102	0.023
103	0.02
104	0.019
105	0.019
106	0.023
107	0.021
108	0.021
109	0.025
110	0.022
111	0.021
112	0.026
113	0.025
114	0.023
115	0.022
116	0.027
117	0.025
118	0.025
119	0.023
120	0.027
121	0.024
122	0.026
123	0.027
124	0.026
125	0.026
126	0.028
127	0.027
128	0.026
129	0.026
130	0.027
131	0.029
132	0.028
133	0.028
134	0.028
135	0.028
136	0.029
137	0.031
138	0.03
139	0.03
140	0.031
141	0.032
142	0.03
143	0.032
144	0.033
145	0.032
146	0.032
147	0.034
148	0.034
149	0.034
150	0.036
151	0.035
152	0.036
153	0.035
154	0.036
155	0.037
156	0.038
157	0.039
158	0.038
159	0.037
160	0.038
161	0.04
162	0.04
163	0.037
164	0.039
165	0.039
166	0.04
167	0.041
168	0.041
169	0.042
170	0.041
171	0.042
172	0.041
173	0.043
174	0.042
175	0.043
176	0.045
177	0.044
178	0.045
179	0.044
180	0.045
181	0.046
182	0.045
183	0.045
184	0.047
185	0.047
186	0.047
187	0.047
188	0.047
189	0.048
190	0.049
